content,score,Label
"Aplikasinya sangat MENGECEWAKAN & MERUGIKAN sekali, sudah booking tiket kereta pembayaran lewat transfer dan sebelum waktu transfernya habis. Keterangan di aplikasinya suruh nunggu konfirmasi pembayaran 15 menit namun setelah 6 jam lebih belum ada bukti konfirmasi pembayaran dan e-tiketnya. Padahal struck pembayarannya sudah tercetak dr atm, sudah coba komplain ke costumer service tapi responnya lambat dan bahkan tidak mampu memecahkan masalah.",1,Negatif
"pengguna Traveloka sejak lamaa, terpercaya, paling mudah n melayani komplain dengan baik, satu dua kali pasti pernah ada hal"" yang kurang memuaskan ,tetapi pihak traveloka selalu merespon cepat n menangani dengan baik , danke banyak Traveloka.",5,Positif
"setelah di upgrade ke versi terbaru kenapa aplikasi traveloka ini bikin saya kesel? suka tiba2 nge freeze terus tulisannya ""terdapat kesalahan"" setelah itu layarnya blank warna putih dan kembali kelayar awal..padahal saya itu sudah mau tahap pemesanan kamar...semoga bisa menjadi perhatian dan dilakukan perbaikan untuk pihak traveloka.",2,Negatif
"sinyal selalu gak stabil pakai app ini. jadi loadingnya lama, pesan hotel aja membuthkan loading ber jam jam bisa sampek kehabisan kamar beda dengan app lain. nggak tau deh gimana kok bisa seperti itu, mohon perbaikannya.",1,Negatif
"Aplikasi yg diperbaharui tdk bisa maksimal seperti aplikasi lama.. Setiap akan OK & lnjut ke pembayaran, selalu balik ke awal & tdk bisa proses lanjut. Meskipun sdh di instal ulang, tetap masalah yg sama terjadi. Padahal traveloka ini andalan sy sebelumnya.. Tolong diperbaiki sistem yg lgi bermasalah ini..",2,Negatif
tanpa basa basi saya lagsung kasih bintang 5 untuk aplikasi ini karena aplikasi yang sudah tidak asing lagi ditelinga kita .ini ada aplikasi yang sangat membantu untuk pembelian tiket sewa hote bahkan adanya menu nonton dibioskop bukan itu aja ini lebih luar biasa lagi adanya menu pay later yang mana kita bisa mengajukan limit cicilan nya wah pas bangat untuk kita.walau masih tahap verifikasi pengajuan saya ya harapannya bisa diacc.sesuai dengan penilaiab dari tim travelokanya.,5,Positif
"selalu menjadi aplikasi travel yg terbaik, penggunaan sangat mudah, dr pesan tiket pesawat, hotel, dan rekreasi juga sangat mudah, sudh 2 tahun menggunakan fitur ini tdk pernah d persulit, pembelian pulsa pun harganya jauh lebih murah.. terimakasih traveloka..",5,Positif
Tiap perjalanan liburan saya pasti selalu pesan di traveloka. Yg pasti semua transaksinya aman dan mudah. Tapi sekarang ini promonya tambah kurang aja. Saran saya sih semakin banyak pengguna harusnya promonya makin banyak bukannya dikurangi. Makasih traveloka,5,Positif
praktis dengan adanya traveloka.. kapanpun ingin mencari tiket bisa lagsung book.. proses pembayaran banyak pilihan.. banyak promo yg d tawarkan.. sejauh ini traveloka menawarkan harga lebih murah dibanding kompetitor lainnya,5,Positif
"Membantu sekali terutama untuk menentukan jadwal sesuai budget, proses refund g ribet dan selalu balik dananya, reschedule juga gampang meski kadang jauh banget selisih harganya, banyak promo dan terbukti redeem pointnya berlaku....harga nya murah dan metode pembayarannya gampang.. Recommended lah! Thanks TRAVELOKA",5,Positif
