content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
"Refund tiket yg ribet...sebelumnya di refund dgn voucher travel credit senilai 60% dari harga tiket, pas voucher nya di reedem ke maskapai malah gk bisa digunakan, ajuin komplen malah dikirim lagi travel credit senilai 80% dri harga maskapai, dan tiba2 besok nya refund di ajuin otomatis oleh traveloka nya, tapi refund nya di tolak...sangat jelek apk nya...tidak membantu menyelesaikan masalah",1,Negatif,refund tiket yg ribetsebelumnya di refund dgn voucher travel credit senilai  dari harga tiket pas voucher nya di reedem ke maskapai malah gk bisa digunakan ajuin komplen malah dikirim lagi travel credit senilai  dri harga maskapai dan tiba besok nya refund di ajuin otomatis oleh traveloka nya tapi refund nya di tolaksangat jelek apk nyatidak membantu menyelesaikan masalah,refund tiket yg ribetsebelumnya refund dgn voucher travel credit senilai harga tiket pas voucher nya reedem maskapai gk ajuin komplen dikirim travel credit senilai dri harga maskapai besok nya refund ajuin otomatis traveloka nya refund nya tolaksangat jelek apk nyatidak membantu menyelesaikan,"['refund', 'tiket', 'yg', 'ribetsebelumnya', 'refund', 'dgn', 'voucher', 'travel', 'credit', 'senilai', 'harga', 'tiket', 'pas', 'voucher', 'nya', 'reedem', 'maskapai', 'gk', 'ajuin', 'komplen', 'dikirim', 'travel', 'credit', 'senilai', 'dri', 'harga', 'maskapai', 'besok', 'nya', 'refund', 'ajuin', 'otomatis', 'traveloka', 'nya', 'refund', 'nya', 'tolaksangat', 'jelek', 'apk', 'nyatidak', 'membantu', 'menyelesaikan']",refund tiket yg ribetsebelumnya refund dgn voucher travel credit nila harga tiket pas voucher nya reedem maskapai gk ajuin komplen kirim travel credit nila dri harga maskapai besok nya refund ajuin otomatis traveloka nya refund nya tolaksangat jelek apk nyatidak bantu selesai
"Sangat mengecewakan system tipuan nya di traveloka paylater nya , paylater lain tidak seperti ini , masa tidak jadi pakai cancel bunga nya harus tetap dibayar ??? SANGAT MERUGIKAN !",1,Negatif,sangat mengecewakan system tipuan nya di traveloka paylater nya  paylater lain tidak seperti ini  masa tidak jadi pakai cancel bunga nya harus tetap dibayar  sangat merugikan ,mengecewakan system tipuan nya traveloka paylater nya paylater pakai cancel bunga nya dibayar merugikan,"['mengecewakan', 'system', 'tipuan', 'nya', 'traveloka', 'paylater', 'nya', 'paylater', 'pakai', 'cancel', 'bunga', 'nya', 'dibayar', 'merugikan']",kecewa system tipu nya traveloka paylater nya paylater pakai cancel bunga nya bayar rugi
sudah terbiasa transaksi pake traveloka saat hotel lain ga ada ketersediaan kamar hotel. ygkita inginkan di traveloka selalu masih ada kesempatan dan harganya ada diskon,5,Positif,sudah terbiasa transaksi pake traveloka saat hotel lain ga ada ketersediaan kamar hotel ygkita inginkan di traveloka selalu masih ada kesempatan dan harganya ada diskon,terbiasa transaksi pake traveloka hotel ga ketersediaan kamar hotel ygkita traveloka kesempatan harganya diskon,"['terbiasa', 'transaksi', 'pake', 'traveloka', 'hotel', 'ga', 'ketersediaan', 'kamar', 'hotel', 'ygkita', 'traveloka', 'kesempatan', 'harganya', 'diskon']",biasa transaksi pake traveloka hotel ga sedia kamar hotel ygkita traveloka sempat harga diskon
"Bukan tambah bagus tetapi tambah ribet buat pembayaran, sekarang ga rekomended mending aplikasi yg lain....saya hapus aplikasi traveloka, sesudah sekian lama saya pakai aplikasi ini, saya snagat kecewa",1,Negatif,bukan tambah bagus tetapi tambah ribet buat pembayaran sekarang ga rekomended mending aplikasi yg lainsaya hapus aplikasi traveloka sesudah sekian lama saya pakai aplikasi ini saya snagat kecewa,bagus ribet pembayaran ga rekomended mending aplikasi yg lainsaya hapus aplikasi traveloka sekian pakai aplikasi snagat kecewa,"['bagus', 'ribet', 'pembayaran', 'ga', 'rekomended', 'mending', 'aplikasi', 'yg', 'lainsaya', 'hapus', 'aplikasi', 'traveloka', 'sekian', 'pakai', 'aplikasi', 'snagat', 'kecewa']",bagus ribet bayar ga rekomended mending aplikasi yg lainsaya hapus aplikasi traveloka sekian pakai aplikasi snagat kecewa
"Kenapa tidak bisa refund , ketika mau refund gangguan , banyak banget alasan nya , nii orang yang mesan lagi kecelakaan , masa gk bisa refund kan bodohhh!!!!",1,Negatif,kenapa tidak bisa refund  ketika mau refund gangguan  banyak banget alasan nya  nii orang yang mesan lagi kecelakaan  masa gk bisa refund kan bodohhh,refund refund gangguan banget alasan nya nii orang mesan kecelakaan gk refund bodohhh,"['refund', 'refund', 'gangguan', 'banget', 'alasan', 'nya', 'nii', 'orang', 'mesan', 'kecelakaan', 'gk', 'refund', 'bodohhh']",refund refund ganggu banget alas nya nii orang mesan celaka gk refund bodohhh
Aplikasi 💩👎👎Ngasik harga yang masuk AKAL lah bilang ke maskapai nya.harga nya sampai 3x lipat dari biasa nya.,1,Negatif,aplikasi ngasik harga yang masuk akal lah bilang ke maskapai nyaharga nya sampai x lipat dari biasa nya,aplikasi ngasik harga masuk akal bilang maskapai nyaharga nya x lipat nya,"['aplikasi', 'ngasik', 'harga', 'masuk', 'akal', 'bilang', 'maskapai', 'nyaharga', 'nya', 'x', 'lipat', 'nya']",aplikasi ngasik harga masuk akal bilang maskapai nyaharga nya x lipat nya
"Recomendet banget, paylater nya sangat membantu .. mungkin bisa di tambah kan paylater top up untuk pulsa dan token listrik .. mohon respon yah admin 🙏",5,Positif,recomendet banget paylater nya sangat membantu  mungkin bisa di tambah kan paylater top up untuk pulsa dan token listrik  mohon respon yah admin ,recomendet banget paylater nya membantu paylater top up pulsa token listrik mohon respon yah admin,"['recomendet', 'banget', 'paylater', 'nya', 'membantu', 'paylater', 'top', 'up', 'pulsa', 'token', 'listrik', 'mohon', 'respon', 'yah', 'admin']",recomendet banget paylater nya bantu paylater top up pulsa token listrik mohon respon yah admin
"Saya tidak menemukan tiket pesawat yg murah, saya pikir memang tidak ada lagi tiket murah yg saya cari, ternyata ketemunya di aplikasi lain. Maaf.",1,Negatif,saya tidak menemukan tiket pesawat yg murah saya pikir memang tidak ada lagi tiket murah yg saya cari ternyata ketemunya di aplikasi lain maaf,menemukan tiket pesawat yg murah pikir tiket murah yg cari ketemunya aplikasi maaf,"['menemukan', 'tiket', 'pesawat', 'yg', 'murah', 'pikir', 'tiket', 'murah', 'yg', 'cari', 'ketemunya', 'aplikasi', 'maaf']",temu tiket pesawat yg murah pikir tiket murah yg cari ketemu aplikasi maaf
lebih praktis... proses mudah dan cepat.. terimakasih Traveloka,5,Positif,lebih praktis proses mudah dan cepat terimakasih traveloka,praktis proses mudah cepat terimakasih traveloka,"['praktis', 'proses', 'mudah', 'cepat', 'terimakasih', 'traveloka']",praktis proses mudah cepat terimakasih traveloka
"sy sgt puas dengan pelayanan Traveloka, baik saat pesan tiket, perubahan jadwal, maupun refund diproses dgn cepat dan baik. Terima Kasih Traveloka. Happy Anniversary, God bless you and success always for you and staffs. Aamiin.",5,Positif,sy sgt puas dengan pelayanan traveloka baik saat pesan tiket perubahan jadwal maupun refund diproses dgn cepat dan baik terima kasih traveloka happy anniversary god bless you and success always for you and staffs aamiin,sy sgt puas pelayanan traveloka pesan tiket perubahan jadwal refund diproses dgn cepat terima kasih traveloka happy anniversary god bless you and success always for you and staffs aamiin,"['sy', 'sgt', 'puas', 'pelayanan', 'traveloka', 'pesan', 'tiket', 'perubahan', 'jadwal', 'refund', 'diproses', 'dgn', 'cepat', 'terima', 'kasih', 'traveloka', 'happy', 'anniversary', 'god', 'bless', 'you', 'and', 'success', 'always', 'for', 'you', 'and', 'staffs', 'aamiin']",sy sgt puas layan traveloka pesan tiket ubah jadwal refund proses dgn cepat terima kasih traveloka happy anniversary god bless you and success always for you and staffs aamiin
Kenapa yaa kok bisa hanya untuk refund butuh waktu 3 bulan. Apakah refund prosesnya bisa sampai selama itu ?? Apakah dari pihak apk atau maskapainya memakai uang nya ??,1,Negatif,kenapa yaa kok bisa hanya untuk refund butuh waktu  bulan apakah refund prosesnya bisa sampai selama itu  apakah dari pihak apk atau maskapainya memakai uang nya ,yaa refund butuh refund prosesnya apk maskapainya memakai uang nya,"['yaa', 'refund', 'butuh', 'refund', 'prosesnya', 'apk', 'maskapainya', 'memakai', 'uang', 'nya']",yaa refund butuh refund proses apk maskapai pakai uang nya
"Saya membeli tiket kereta api di traveloka malah di tinggal kereta api, padahal saya sudah booster ke 1 pas pemeriksaan mau masuk ke ruang tunggu petugas melarang saya masuk karna tidak bisa menunjukkan bukti vaksin booster ke 2, peraturan pemerintah juga belum berubah apabila sudah melakukan booster 1 di persilahkan melaukan perjalanan dengan menggunakan kereta api dan pesawat.",1,Negatif,saya membeli tiket kereta api di traveloka malah di tinggal kereta api padahal saya sudah booster ke  pas pemeriksaan mau masuk ke ruang tunggu petugas melarang saya masuk karna tidak bisa menunjukkan bukti vaksin booster ke  peraturan pemerintah juga belum berubah apabila sudah melakukan booster  di persilahkan melaukan perjalanan dengan menggunakan kereta api dan pesawat,membeli tiket kereta api traveloka tinggal kereta api booster pas pemeriksaan masuk ruang tunggu petugas melarang masuk karna bukti vaksin booster peraturan pemerintah berubah booster persilahkan melaukan perjalanan kereta api pesawat,"['membeli', 'tiket', 'kereta', 'api', 'traveloka', 'tinggal', 'kereta', 'api', 'booster', 'pas', 'pemeriksaan', 'masuk', 'ruang', 'tunggu', 'petugas', 'melarang', 'masuk', 'karna', 'bukti', 'vaksin', 'booster', 'peraturan', 'pemerintah', 'berubah', 'booster', 'persilahkan', 'melaukan', 'perjalanan', 'kereta', 'api', 'pesawat']",beli tiket kereta api traveloka tinggal kereta api booster pas periksa masuk ruang tunggu tugas larang masuk karna bukti vaksin booster atur perintah ubah booster silah lauk jalan kereta api pesawat
"Harga berubah ubah dalam beberapa detik, klik tanggal 4-5 malah muncul tanggal 2-3, akhirnya salah pesen",1,Negatif,harga berubah ubah dalam beberapa detik klik tanggal  malah muncul tanggal  akhirnya salah pesen,harga berubah ubah detik klik tanggal muncul tanggal salah pesen,"['harga', 'berubah', 'ubah', 'detik', 'klik', 'tanggal', 'muncul', 'tanggal', 'salah', 'pesen']",harga ubah ubah detik klik tanggal muncul tanggal salah sen
"Susah dalam pembayaran dengan Master credit card, sampai 3X juga gagal transaksi, akhirnya berhasil dengan ganti Visa credit card bank lain baru bisa, kenapa begitu ya? Ada apa dengan system pembayaran Traveloka? Kemudian mau tukarkan 200 point juga tidak berhasil? Buat apa bila sudah ditawarkan tukar point namun tak bisa tukar?",1,Negatif,susah dalam pembayaran dengan master credit card sampai x juga gagal transaksi akhirnya berhasil dengan ganti visa credit card bank lain baru bisa kenapa begitu ya ada apa dengan system pembayaran traveloka kemudian mau tukarkan  point juga tidak berhasil buat apa bila sudah ditawarkan tukar point namun tak bisa tukar,susah pembayaran master credit card x gagal transaksi berhasil ganti visa credit card bank ya system pembayaran traveloka tukarkan point berhasil ditawarkan tukar point tukar,"['susah', 'pembayaran', 'master', 'credit', 'card', 'x', 'gagal', 'transaksi', 'berhasil', 'ganti', 'visa', 'credit', 'card', 'bank', 'ya', 'system', 'pembayaran', 'traveloka', 'tukarkan', 'point', 'berhasil', 'ditawarkan', 'tukar', 'point', 'tukar']",susah bayar master credit card x gagal transaksi hasil ganti visa credit card bank ya system bayar traveloka tukar point hasil tawar tukar point tukar
"Dari bintang 5 saya turunkan ke bintang 1, saya pemakai Traveloka SDH lbh dr 7thn, sering beli tiket kereta api, pesawat, byr hotel dgn membayar TUNAI lwt BCA, KECEWA utk mengajukan PAYLATER nya tidak pernah bisa. Saya akan ksh bintang 5 lagi kalo PAYLATER saya disetujui",1,Negatif,dari bintang  saya turunkan ke bintang  saya pemakai traveloka sdh lbh dr thn sering beli tiket kereta api pesawat byr hotel dgn membayar tunai lwt bca kecewa utk mengajukan paylater nya tidak pernah bisa saya akan ksh bintang  lagi kalo paylater saya disetujui,bintang turunkan bintang pemakai traveloka sdh lbh dr thn beli tiket kereta api pesawat byr hotel dgn membayar tunai lwt bca kecewa utk mengajukan paylater nya ksh bintang kalo paylater disetujui,"['bintang', 'turunkan', 'bintang', 'pemakai', 'traveloka', 'sdh', 'lbh', 'dr', 'thn', 'beli', 'tiket', 'kereta', 'api', 'pesawat', 'byr', 'hotel', 'dgn', 'membayar', 'tunai', 'lwt', 'bca', 'kecewa', 'utk', 'mengajukan', 'paylater', 'nya', 'ksh', 'bintang', 'kalo', 'paylater', 'disetujui']",bintang turun bintang pakai traveloka sdh lbh dr thn beli tiket kereta api pesawat byr hotel dgn bayar tunai lwt bca kecewa utk aju paylater nya ksh bintang kalo paylater tuju
"Masih baru dan masih belom ngerti carany butuh waktu, tp menurut saya aplikasi ini memudahkan kita memesan tiket apa saja yg kita butuhkan tidak perlu keluar rumah,",5,Positif,masih baru dan masih belom ngerti carany butuh waktu tp menurut saya aplikasi ini memudahkan kita memesan tiket apa saja yg kita butuhkan tidak perlu keluar rumah,belom ngerti carany butuh tp aplikasi memudahkan memesan tiket yg butuhkan rumah,"['belom', 'ngerti', 'carany', 'butuh', 'tp', 'aplikasi', 'memudahkan', 'memesan', 'tiket', 'yg', 'butuhkan', 'rumah']",bom ngerti carany butuh tp aplikasi mudah mes tiket yg butuh rumah
"Masukkan nomor telpon aja susahnya minta ampun. Kode OTP tdk pernah bisa masuk di nomor Hp (biar dicoba gmn pun), gmn mau verifikasi? Chat ke admin jg jawabnya hrs lengkapi data dgn selfie bersama surat pernyataan segala. Ampun deh, apa gunanya email? Kan kode verifikasi bisa dikirim ke email aja kl misal app Traveloka ga sanggup kirim kode OTP ke Hp.",1,Negatif,masukkan nomor telpon aja susahnya minta ampun kode otp tdk pernah bisa masuk di nomor hp biar dicoba gmn pun gmn mau verifikasi chat ke admin jg jawabnya hrs lengkapi data dgn selfie bersama surat pernyataan segala ampun deh apa gunanya email kan kode verifikasi bisa dikirim ke email aja kl misal app traveloka ga sanggup kirim kode otp ke hp,masukkan nomor telpon aja susahnya ampun kode otp tdk masuk nomor hp biar dicoba gmn gmn verifikasi chat admin jg hrs lengkapi data dgn selfie surat pernyataan ampun deh gunanya email kode verifikasi dikirim email aja kl app traveloka ga sanggup kirim kode otp hp,"['masukkan', 'nomor', 'telpon', 'aja', 'susahnya', 'ampun', 'kode', 'otp', 'tdk', 'masuk', 'nomor', 'hp', 'biar', 'dicoba', 'gmn', 'gmn', 'verifikasi', 'chat', 'admin', 'jg', 'hrs', 'lengkapi', 'data', 'dgn', 'selfie', 'surat', 'pernyataan', 'ampun', 'deh', 'gunanya', 'email', 'kode', 'verifikasi', 'dikirim', 'email', 'aja', 'kl', 'app', 'traveloka', 'ga', 'sanggup', 'kirim', 'kode', 'otp', 'hp']",masuk nomor telpon aja susah ampun kode otp tdk masuk nomor hp biar coba gmn gmn verifikasi chat admin jg hrs lengkap data dgn selfie surat nyata ampun deh guna email kode verifikasi kirim email aja kl app traveloka ga sanggup kirim kode otp hp
promo sedikit dan selalu tdk bisa terpakai 😥 tapi overall bagus dan sangat memudahkan apalagi skrg ada traveloka payletter 👏,4,Positif,promo sedikit dan selalu tdk bisa terpakai  tapi overall bagus dan sangat memudahkan apalagi skrg ada traveloka payletter ,promo tdk terpakai overall bagus memudahkan skrg traveloka payletter,"['promo', 'tdk', 'terpakai', 'overall', 'bagus', 'memudahkan', 'skrg', 'traveloka', 'payletter']",promo tdk pakai overall bagus mudah skrg traveloka payletter
Kenapa chek in online sekarang ga ada ya? Sebelum upgrade bisa chek in via traveloka Skrg Apk versi 3.72.0,1,Negatif,kenapa chek in online sekarang ga ada ya sebelum upgrade bisa chek in via traveloka skrg apk versi ,chek in online ga ya upgrade chek in via traveloka skrg apk versi,"['chek', 'in', 'online', 'ga', 'ya', 'upgrade', 'chek', 'in', 'via', 'traveloka', 'skrg', 'apk', 'versi']",chek in online ga ya upgrade chek in via traveloka skrg apk versi
"Gak asik sekarang Traveloka paylater , Traveloka eats sekarang udh gak ada lalu virtual number sekarang gk bisa di gunakan di e-commerce cuma bisa di Traveloka saja jadi gak membantu menggunakan nya . Thanks! Semoga bisa lebih baik lagi!",1,Negatif,gak asik sekarang traveloka paylater  traveloka eats sekarang udh gak ada lalu virtual number sekarang gk bisa di gunakan di ecommerce cuma bisa di traveloka saja jadi gak membantu menggunakan nya  thanks semoga bisa lebih baik lagi,gak asik traveloka paylater traveloka eats udh gak virtual number gk ecommerce traveloka gak membantu nya thanks semoga,"['gak', 'asik', 'traveloka', 'paylater', 'traveloka', 'eats', 'udh', 'gak', 'virtual', 'number', 'gk', 'ecommerce', 'traveloka', 'gak', 'membantu', 'nya', 'thanks', 'semoga']",gak asik traveloka paylater traveloka eats udh gak virtual number gk ecommerce traveloka gak bantu nya thanks moga
"Tolong min, pendaftaran paylater nya jangan ribet dong. Beberapa kali selfie dibilang buram. Padahal Foto selfie dan tulisan sudah jelas",1,Negatif,tolong min pendaftaran paylater nya jangan ribet dong beberapa kali selfie dibilang buram padahal foto selfie dan tulisan sudah jelas,tolong min pendaftaran paylater nya ribet kali selfie dibilang buram foto selfie tulisan,"['tolong', 'min', 'pendaftaran', 'paylater', 'nya', 'ribet', 'kali', 'selfie', 'dibilang', 'buram', 'foto', 'selfie', 'tulisan']",tolong min daftar paylater nya ribet kali selfie bilang buram foto selfie tulis
